App,Rating,Size_Megabytes,Installs,Type,Price,Content Rating,Last Updated,Current Ver,Android Ver,Genres_1,Genres_description
nds4droid,3.4,8.8,"10,000,000+",Free,0.0,Everyone,"February 12, 2016",47,2.3.3 and up,Arcade,No description
MegaNDS (NDS Emulator),3.4,11.0,"500,000+",Free,0.0,Everyone,"October 18, 2017",2.0,4.0 and up,Arcade,No description
EmuBox - Fast Retro Emulator,3.9,43.0,"50,000+",Free,0.0,Everyone,"August 5, 2018",2.1.1,4.1 and up,Arcade,No description
DS,4.9,23.0,100+,Free,0.0,Everyone,"January 19, 2016",1,2.3 and up,Casual,No description
DS Tower Defence,3.2,1.4,"100,000+",Free,0.0,Everyone,"June 5, 2013",1.0,1.5 and up,Arcade,No description
RetroArch,3.8,84.0,"1,000,000+",Free,0.0,Everyone,"May 4, 2018",1.7.3,2.3 and up,Action,No description
MegaN64 (N64 Emulator),4.6,12.0,"10,000,000+",Free,0.0,Everyone,"May 14, 2016",6.0,2.0 and up,Casual,No description
Real Sheet ∞: Pathfinder + DT,3.5,22.0,50+,Paid,2.99,Everyone,"March 20, 2017",1.1,4.2 and up,Role Playing,No description
Truck Simulator DT 3D,3.8,22.0,"5,000+",Free,0.0,Everyone,"April 23, 2017",1.0.6,2.3 and up,Simulation,No description
Bloons TD 5,4.6,94.0,"1,000,000+",Paid,2.99,Everyone,"July 13, 2018",3.16,2.3.3 and up,Strategy,No description
Riptide GP: Renegade,4.7,Not informed,"100,000+",Paid,2.99,Everyone 10+,"June 1, 2018",1.2.1,4.1 and up,Racing,No description
Wheelie Challenge,4.6,51.0,"5,000,000+",Free,0.0,Everyone,"July 13, 2018",1.44,4.1 and up,Racing,No description
Dirt Trackin Sprint Cars,3.8,47.0,"10,000+",Paid,3.99,Everyone,"May 10, 2018",1.0.13,5.0 and up,Racing,No description
Sword of Chaos - Lame du Chaos,4.5,96.0,"100,000+",Free,0.0,Teen,"June 1, 2018",11.0.2,4.0 and up,Action,No description
Hotel Insanity,4.2,31.0,"100,000+",Free,0.0,Teen,"July 7, 2016",1.0,3.0 and up,Arcade,No description
Retro City Rampage DX,4.7,16.0,"10,000+",Paid,2.99,Teen,"January 12, 2017",1.0.5,4.0 and up,Action,No description
Across Age DX,3.8,48.0,"500,000+",Free,0.0,Teen,"January 9, 2015",1.1.0,2.2 and up,Role Playing,No description
ZOOKEEPER DX TouchEdition,4.2,4.6,"100,000+",Paid,0.99,Everyone,"November 26, 2015",1.2.7,2.1 and up,Puzzle,No description
Piczle Lines DX,4.6,26.0,"5,000+",Free,0.0,Everyone,"April 15, 2018",1.4.6,4.0 and up,Puzzle,No description
3DAnimeGirl DX DreamPortrait KAWAII Girl DressUp,4.2,56.0,"10,000+",Free,0.0,Teen,"February 16, 2018",1.5,4.0 and up,Casual,No description
Bubble Shooter DX,4.2,4.0,"100,000+",Free,0.0,Everyone,"June 21, 2018",1.21,4.0.3 and up,Casual,No description
Age of Procreation DX,4.3,40.0,"100,000+",Free,0.0,Mature 17+,"April 22, 2016",1.441,2.3 and up,Simulation,No description
Chronolink DX,5.0,73.0,10+,Paid,0.99,Everyone,"July 6, 2017",1.2,4.1 and up,Puzzle,No description
DX Simulation for OOO Dx Belt,4.6,31.0,"10,000+",Free,0.0,Everyone,"August 4, 2018",1.7,4.1 and up,Simulation,No description
Tricky Bike Stunt Rider DX,4.4,45.0,500+,Free,0.0,Everyone,"July 29, 2018",1.1.1,4.0 and up,Simulation,Education
DX Simulation Belt for Build henshin,4.5,39.0,"10,000+",Free,0.0,Everyone,"July 11, 2018",2.0,4.1 and up,Simulation,No description
DX Simulation for Kabuto Henshin Belt 2018,4.6,7.2,"5,000+",Free,0.0,Everyone,"August 6, 2018",1.5,4.0.3 and up,Simulation,No description
Elemental Galaxy Dx - Match3,4.0,14.0,"10,000+",Free,0.0,Everyone,"March 11, 2014",1.0.9,2.2 and up,Puzzle,No description
DX Simulation for Double Dx Henshin Belt 2018,4.6,11.0,"5,000+",Free,0.0,Everyone,"August 6, 2018",1.5,4.0.3 and up,Simulation,No description
DX Simulation Belt for Decade henshin,4.5,32.0,"5,000+",Free,0.0,Everyone,"July 27, 2018",3.0,4.1 and up,Simulation,No description
Santa's Monster Shootout DX,5.0,33.0,50+,Paid,1.99,Teen,"August 15, 2013",1.05,2.2 and up,Action,No description
Dress Up RagazzA13 DX,3.5,42.0,100+,Paid,0.99,Everyone,"September 16, 2016",1.0.5,4.0.3 and up,Simulation,No description
DX Simulation for X-aid Dx Belt,4.0,48.0,"5,000+",Free,0.0,Everyone,"August 4, 2018",1.6,4.1 and up,Simulation,No description
Unstoppaball DX,4.2,40.0,50+,Paid,1.49,Everyone,"May 20, 2014",1.7,2.0.1 and up,Puzzle,No description
Sokoban Land DX,3.9,20.0,"10,000+",Paid,2.99,Everyone,"January 29, 2018",1.0.6,2.3 and up,Puzzle,No description
Dx Ludo,3.6,2.6,"50,000+",Free,0.0,Everyone,"April 18, 2011",1.0,2.1 and up,Puzzle,No description
American Sniper City Fight Shooting Assassin,4.1,54.0,"50,000+",Free,0.0,Teen,"November 24, 2017",1.4,2.3 and up,Action,No description
Train Sim Pro,4.0,Not informed,"10,000+",Paid,1.49,Everyone,"June 25, 2018",3.9.9,4.1 and up,Simulation,Pretend Play
Truck Transport Raw Material,4.2,50.0,"100,000+",Free,0.0,Everyone,"July 20, 2018",1.4,4.1 and up,Simulation,No description
Street Skater 3D,3.6,21.0,"10,000,000+",Free,0.0,Teen,"October 24, 2017",1.1,4.0.3 and up,Action,No description
Triceratops - Dino Robot,4.4,30.0,"1,000,000+",Free,0.0,Everyone,"December 18, 2017",1.2.3,4.0 and up,Casual,No description
Ludo Dz,4.5,28.0,500+,Free,0.0,Everyone,"August 27, 2017",1.0,4.1 and up,Board,No description
Need for Speed™ No Limits,4.4,22.0,"50,000,000+",Free,0.0,Everyone 10+,"July 24, 2018",2.12.1,4.1 and up,Racing,No description
The Simpsons™: Tapped Out,4.3,49.0,"10,000,000+",Free,0.0,Teen,"July 31, 2018",4.34.0,4.0.3 and up,Casual,No description
Plants vs. Zombies™ 2,4.4,15.0,"10,000,000+",Free,0.0,Everyone 10+,"June 12, 2018",6.8.1,4.1 and up,Casual,No description
Star Wars™: Galaxy of Heroes,4.5,67.0,"10,000,000+",Free,0.0,Everyone 10+,"May 21, 2018",0.12.334385,4.1 and up,Role Playing,No description
Dungeon Keeper,4.0,45.0,"500,000+",Free,0.0,Everyone 10+,"May 24, 2018",1.8.91,4.1 and up,Strategy,No description
Lost Journey (Dreamsky),4.5,29.0,"1,000,000+",Paid,0.99,Everyone,"October 21, 2016",1.3.12,3.0 and up,Adventure,No description
TETRIS,4.0,57.0,"10,000,000+",Free,0.0,Everyone,"June 14, 2018",3.0.10,3.0 and up,Puzzle,No description
Bejeweled Classic,4.4,Not informed,"5,000,000+",Free,0.0,Everyone,"May 31, 2018",Varies with device,4.1 and up,Casual,No description
TETRIS Blitz,4.4,96.0,"5,000,000+",Free,0.0,Everyone,"June 1, 2018",4.4.4,4.1 and up,Puzzle,No description
POGO Games,3.8,26.0,"1,000,000+",Free,0.0,Everyone,"February 22, 2017",1.4.10,4.1 and up,Casual,No description
SW Battlefront Companion,4.4,79.0,"1,000,000+",Free,0.0,Everyone,"February 3, 2016",1.0.6,4.0 and up,Strategy,No description
Bejeweled Blitz,4.2,98.0,"10,000,000+",Free,0.0,Everyone,"August 1, 2018",2.6.0.125,4.0.3 and up,Puzzle,No description
Peggle Blast,4.1,19.0,"5,000,000+",Free,0.0,Everyone,"December 11, 2017",2.16.0,4.0.3 and up,Card,No description
Heroes of Dragon Age,4.2,28.0,"1,000,000+",Free,0.0,Teen,"May 9, 2018",5.3.1,2.3.3 and up,Action,No description
SCRABBLE,3.9,50.0,"5,000,000+",Free,0.0,Everyone,"August 1, 2018",5.27.0.729,4.1 and up,Word,No description
Asphalt Xtreme: Rally Racing,4.5,39.0,"10,000,000+",Free,0.0,Everyone,"July 16, 2018",1.7.3b,4.0.3 and up,Racing,No description
League of Stickman 2018- Ninja Arena PVP(Dreamsky),4.4,99.0,"1,000,000+",Paid,0.99,Teen,"July 3, 2018",5.3.3,2.3 and up,Action,No description
Modern Combat 5: eSports FPS,4.3,58.0,"100,000,000+",Free,0.0,Mature 17+,"July 24, 2018",3.2.1c,4.0 and up,Action,No description
Bejeweled Stars: Free Match 3,4.5,Not informed,"1,000,000+",Free,0.0,Everyone,"August 2, 2018",2.17.1,4.1 and up,Puzzle,Brain Games
Mass Effect: Andromeda APEX HQ,3.4,92.0,"100,000+",Free,0.0,Everyone 10+,"September 21, 2017",1.18.1,4.1 and up,Action,No description
Mirror’s Edge™ Companion,3.4,43.0,"100,000+",Free,0.0,Everyone,"June 28, 2016",1.2.2,4.4 and up,Action,No description
Stickman Legends: Shadow Wars,4.4,100.0,"1,000,000+",Paid,0.99,Everyone 10+,"August 3, 2018",2.3.24,4.1 and up,Action,No description
Gear.Club - True Racing,4.4,37.0,"1,000,000+",Free,0.0,Everyone,"August 1, 2018",1.21.2,4.3 and up,Racing,No description
Plants vs. Zombies™ Watch Face,3.5,3.1,"1,000,000+",Free,0.0,Everyone,"February 2, 2015",1.0.5,4.3 and up,Casual,No description
Typical EA Game,4.6,3.3,100+,Free,0.0,Everyone,"November 18, 2017",1.0,4.0 and up,Casual,No description
Mental Hospital:EB 2 Lite,4.1,8.8,"100,000+",Free,0.0,Teen,"April 30, 2014",1.0,4.0 and up,Action,No description
RPG ブレイジング ソウルズ アクセレイト,3.4,3.1,"1,000+",Paid,10.99,Teen,"April 26, 2018",2.12,2.3 and up,Role Playing,No description
EC Mover,5.0,4.6,10+,Free,0.0,Everyone,"August 1, 2018",1.11,4.0.3 and up,Racing,No description
EF Universe: Endless Battle,4.2,54.0,50+,Free,0.0,Teen,"July 31, 2018",4541.25.51,4.1 and up,Role Playing,No description
Carrier Landings Pro,4.6,31.0,"10,000+",Paid,12.99,Everyone,"June 29, 2018",4.2.4,4.1 and up,Simulation,No description
E.G. Chess Free,4.0,23.0,"10,000+",Free,0.0,Everyone,"December 6, 2014",1.0.28,2.3 and up,Board,No description
E.G. Chess,4.3,23.0,"1,000+",Paid,0.99,Everyone,"December 6, 2014",1.0.28,2.3 and up,Board,No description
Fashion Pony Girls Dress Up Makeup Game,4.5,30.0,"10,000+",Free,0.0,Everyone,"July 13, 2018",1.7,4.0 and up,Simulation,No description
MY LITTLE PONY: Magic Princess,4.4,Not informed,"50,000,000+",Free,0.0,Everyone,"July 11, 2018",Varies with device,Varies with device,Casual,No description
L.A. Crime Stories 2 Mad City Crime,4.2,42.0,"100,000+",Free,0.0,Teen,"March 30, 2017",1.04,2.3 and up,Racing,No description
LA Stories 4 New Order Sandbox 2018,4.2,99.0,"1,000,000+",Free,0.0,Mature 17+,"June 1, 2018",1.06,2.3 and up,Racing,No description
Sirens Fashion Style Game,4.3,22.0,"500,000+",Free,0.0,Everyone,"February 20, 2018",1.0,4.0 and up,Simulation,No description
L.A. Crime Stories Mad City Crime,4.0,99.0,"1,000,000+",Free,0.0,Mature 17+,"March 30, 2017",1.26,2.3 and up,Racing,No description
Pocket Little Pony,4.1,14.0,"1,000,000+",Free,0.0,Everyone 10+,"March 1, 2017",1.95,4.0 and up,Simulation,No description
Dance Magic Fashion Style Games,4.6,46.0,"100,000+",Free,0.0,Everyone,"February 27, 2018",1.0,4.0 and up,Simulation,No description
Fashion Girls Dress up Makeup,4.4,31.0,"10,000+",Free,0.0,Everyone,"July 13, 2018",1.0,4.0 and up,Simulation,No description
Home Pony 2,4.0,26.0,"1,000,000+",Free,0.0,Everyone,"June 18, 2018",1.4.5,4.0 and up,Simulation,No description
Betul Ke Bohong Eh?,4.2,6.4,"100,000+",Free,0.0,Everyone,"April 3, 2015",1.0.1,2.3 and up,Trivia,No description
Eh Amego!,3.8,7.1,"500,000+",Free,0.0,Everyone,"August 24, 2015",2.0.5,2.2 and up,Arcade,No description
My Theme Park: RollerCoaster & Water Park Tycoon,4.2,41.0,"10,000+",Free,0.0,Everyone 10+,"June 12, 2018",1.50,4.2 and up,Strategy,No description
Doomsday Preppers™,4.2,52.0,"1,000,000+",Free,0.0,Everyone,"January 17, 2017",130.48.08,4.0.3 and up,Strategy,No description
TAXI DRIVER,3.7,32.0,"1,000,000+",Free,0.0,Everyone,"January 11, 2016",1.0,4.0 and up,Simulation,No description
Crazy Doctor,4.0,13.0,"10,000,000+",Free,0.0,Teen,"March 3, 2014",1.5,2.1 and up,Role Playing,No description
MazeMilitia Classic Multiplayer Shooting Game,4.4,44.0,"50,000+",Free,0.0,Mature 17+,"March 8, 2018",1.2,4.1 and up,Action,No description
ZOMBIE RIPPER,3.7,94.0,"500,000+",Free,0.0,Mature 17+,"November 14, 2017",1.4,4.0 and up,Action,No description
Soldiers of Glory: Modern War,4.2,23.0,"5,000,000+",Free,0.0,Teen,"June 1, 2018",1.7.5,2.3 and up,Strategy,No description
Driving School 3D 2017,3.9,48.0,"500,000+",Free,0.0,Everyone,"April 4, 2017",2.1.5,3.0 and up,Simulation,No description
Horror Hospital,3.7,26.0,"1,000,000+",Free,0.0,Teen,"October 10, 2017",6.0,2.3 and up,Action,No description
Ludo Family Dice Game,4.2,19.0,"500,000+",Free,0.0,Everyone,"March 7, 2018",1.4,4.1 and up,Board,Brain Games
Mad Skills Motocross,4.0,44.0,"1,000,000+",Free,0.0,Everyone,"January 25, 2016",1.2.0,2.0 and up,Racing,No description
Masterchef Cooking Games: Fun Restaurant & Kitchen,3.9,33.0,"100,000+",Free,0.0,Everyone,"July 6, 2018",2.6,2.3 and up,Casual,No description
US Army Training Courses Game,4.1,35.0,"5,000,000+",Free,0.0,Everyone,"December 8, 2017",1.4,2.3 and up,Simulation,No description
Pineapple Pen,4.3,65.0,"10,000,000+",Free,0.0,Everyone,"December 30, 2016",1.31,4.0.3 and up,Arcade,No description
Guess The Emoji,4.5,23.0,"5,000,000+",Free,0.0,Everyone,"July 3, 2018",8.16g,4.2 and up,Word,No description
Camping RV Caravan Parking 3D,3.3,48.0,"500,000+",Free,0.0,Everyone,"December 18, 2014",1.3,2.3 and up,Racing,No description
Grand Bat Superhero Flying Assault Rescue Mission,4.4,37.0,"500,000+",Free,0.0,Teen,"July 9, 2018",1.1,4.1 and up,Action,No description
Zombie Frontier,4.2,20.0,"10,000,000+",Free,0.0,Teen,"May 30, 2018",1.31,4.2 and up,Action,No description
RUN JUMP RUN-fun games for free,4.4,42.0,"100,000+",Free,0.0,Everyone,"April 20, 2018",1.5.2,3.0 and up,Action,No description
100 Doors of Revenge,4.1,48.0,"10,000,000+",Free,0.0,Teen,"May 24, 2018",2.2.2,4.4 and up,Puzzle,No description
Lie Detector Prank,3.9,3.7,"10,000,000+",Free,0.0,Everyone,"November 22, 2017",1.7,2.3 and up,Casual,No description
TAMAGO,3.0,1.6,"5,000,000+",Free,0.0,Everyone,"May 23, 2018",1.0.3,2.3.3 and up,Casual,No description
the Egg - crack the egg,4.1,14.0,"10,000+",Free,0.0,Everyone,"November 21, 2016",1.1.0,2.3 and up,Casual,No description
Tamago egg,3.0,7.1,"5,000+",Free,0.0,Everyone,"October 31, 2017",1.0.1,2.3.3 and up,Trivia,No description
Let's Poke The Egg,3.4,23.0,"1,000,000+",Free,0.0,Everyone,"February 4, 2017",1.2,2.3 and up,Arcade,No description
Egg,2.9,27.0,"5,000+",Free,0.0,Mature 17+,"June 9, 2018",1.2.2,2.3 and up,Simulation,No description
Disaster Will Strike,4.5,45.0,"1,000,000+",Free,0.0,Everyone,"July 19, 2018",1.173.126,4.1 and up,Puzzle,No description
Egg: clicker,3.7,15.0,"1,000,000+",Free,0.0,Everyone,"May 22, 2017",2.1.3,4.0 and up,Casual,No description
Egg for Pou,3.0,Not informed,"5,000,000+",Free,0.0,Everyone,"September 14, 2017",Varies with device,4.0.3 and up,Casual,No description
Survival: Prison Escape,4.0,33.0,"10,000,000+",Free,0.0,Mature 17+,"August 1, 2018",1.8.8,4.4 and up,Action,No description
Crack the blue angry birds egg,3.2,2.1,"10,000+",Free,0.0,Everyone,"April 22, 2016",1.0.0,2.1 and up,Puzzle,No description
Tamago Tap Clicker Egg,3.6,16.0,"50,000+",Free,0.0,Everyone,"October 19, 2016",1.1,2.3 and up,Casual,No description
Tap The Easter Egg!,3.2,3.3,"5,000+",Free,0.0,Everyone,"March 18, 2016",1.7,2.3 and up,Casual,No description
Egg Baby,4.4,8.7,"5,000,000+",Free,0.0,Everyone 10+,"June 29, 2016",1.26.03,2.3.3 and up,Casual,No description
Surprise Eggs,3.9,Not informed,"10,000,000+",Free,0.0,Everyone,"July 19, 2018",Varies with device,Varies with device,Casual,Pretend Play
Crack Attack,4.3,77.0,"1,000,000+",Free,0.0,Everyone,"June 7, 2017",1.8,Varies with device,Puzzle,No description
TAMAGO Monsters Returns,4.1,37.0,"1,000,000+",Free,0.0,Everyone,"August 18, 2016",3.45,2.3 and up,Arcade,No description
Super Sport Car Simulator,4.2,50.0,"1,000,000+",Free,0.0,Everyone,"December 25, 2016",3.1,2.3.3 and up,Simulation,No description
Ambulance Rescue Simulator 17,4.3,31.0,"1,000,000+",Free,0.0,Everyone,"March 1, 2018",1.0.8,2.3 and up,Simulation,No description
Bad Piggies HD,4.4,69.0,"10,000,000+",Free,0.0,Everyone,"July 5, 2018",2.3.4,4.1 and up,Puzzle,No description
Traffic Sniper Counter Attack,4.3,38.0,"1,000,000+",Free,0.0,Teen,"December 5, 2017",1.0,2.3 and up,Action,No description
Rope Superhero Unlimited,4.4,26.0,"1,000,000+",Free,0.0,Mature 17+,"May 10, 2017",1.1,2.3 and up,Action,No description
Extreme Super Car Driving 3D,3.9,48.0,"1,000,000+",Free,0.0,Everyone,"August 5, 2015",2.2,2.3.3 and up,Racing,No description
Sport Car Simulator,4.0,68.0,"5,000,000+",Free,0.0,Everyone,"April 19, 2018",4.0.5,4.1 and up,Simulation,No description
Fast Racing Car Simulator,3.8,45.0,"1,000,000+",Free,0.0,Everyone,"August 10, 2015",1.3,2.3.3 and up,Racing,No description
Beach Head Shooting Assault,3.8,44.0,"100,000+",Free,0.0,Teen,"March 2, 2018",1.0,4.0 and up,Action,No description
Stickman Warriors Heroes 2,4.4,41.0,"1,000,000+",Free,0.0,Everyone 10+,"April 15, 2017",1.0.4,4.0.3 and up,Action,No description
Dead Target Zombie Shooting US Sniper Killer Squad,4.3,65.0,"50,000+",Free,0.0,Teen,"October 3, 2017",1.0.2,4.0 and up,Action,No description
Luxury Car Simulator,3.9,46.0,"1,000,000+",Free,0.0,Everyone,"August 7, 2015",2.3,2.3.3 and up,Simulation,No description
Dubai Racing,4.2,23.0,"500,000+",Free,0.0,Everyone,"December 23, 2015",1.9.1,2.3 and up,Racing,No description
Office Bike Racing Simulator,3.8,30.0,"1,000,000+",Free,0.0,Everyone,"October 9, 2015",2.1,2.3 and up,Simulation,No description
Farming Simulator 16,4.2,14.0,"500,000+",Paid,2.99,Everyone,"April 10, 2018",1.1.1.6,4.0.3 and up,Simulation,Education
Lily & Leo - Crazy Circus Day,3.6,43.0,"1,000,000+",Free,0.0,Everyone,"June 5, 2018",1.0.8,4.1 and up,Casual,Pretend Play
WIZARD Card Game,4.0,4.1,"1,000+",Paid,1.99,Everyone,"December 15, 2014",1.0.141215,2.1 and up,Card,No description
Robot Fighting Games™ - Real Boxing Champions 3D,4.4,47.0,"5,000+",Free,0.0,Everyone,"July 2, 2018",1.1,4.1 and up,Action,No description
Ghost Hunting camera,3.5,24.0,"500,000+",Free,0.0,Teen,"March 6, 2017",1.1,2.3 and up,Action,No description
Santa Panda Bubble Christmas,4.1,31.0,"10,000+",Free,0.0,Everyone,"March 14, 2017",1.5,4.0 and up,Arcade,No description
OffRoad US Army Train Driving Simulator,4.3,59.0,"500,000+",Free,0.0,Everyone 10+,"June 11, 2018",1.3,4.1 and up,Simulation,No description
Racing Moto,4.3,7.4,"50,000,000+",Free,0.0,Everyone,"July 3, 2018",1.2.13,3.0 and up,Racing,No description
Pyaar Ek Dhoka,5.0,1.3,50+,Free,0.0,Everyone,"February 13, 2018",1.0,4.3 and up,Casual,No description
Airplane Pilot Car Transporter,4.1,62.0,"10,000,000+",Free,0.0,Everyone,"July 27, 2018",2.1.8,4.1 and up,Simulation,No description
Train Racing Games 3D 2 Player,4.3,56.0,"10,000,000+",Free,0.0,Everyone,"January 9, 2018",Varies with device,5.0 and up,Racing,No description
Exiled Kingdoms RPG,4.6,99.0,"1,000,000+",Free,0.0,Everyone 10+,"July 5, 2018",1.2.1107,4.1 and up,Role Playing,No description
Bus Driver 3D: Hill Station,4.3,49.0,"5,000,000+",Free,0.0,Everyone,"November 6, 2017",1.7,4.1 and up,Simulation,No description
Extreme Motorbike Jump 3D,4.0,79.0,"10,000,000+",Free,0.0,Everyone,"December 25, 2016",4.2,2.3.3 and up,Simulation,No description
el,4.3,47.0,"1,000,000+",Free,0.0,Everyone,"December 18, 2014",1.2.1,4.2 and up,Casual,No description
El Chavo,4.0,49.0,"10,000+",Paid,0.99,Everyone,"November 4, 2014",1.2.9,2.3 and up,Casual,No description
El Laberinto del Demonio 3D,4.0,31.0,"1,000,000+",Free,0.0,Teen,"August 20, 2015",1.5,2.3 and up,Puzzle,No description
El Laberinto del Demonio 2,4.1,25.0,"100,000+",Free,0.0,Teen,"April 14, 2017",1.0.1,4.0 and up,Puzzle,No description
Hangman,4.4,12.0,"5,000,000+",Free,0.0,Everyone,"March 24, 2018",1.0.6,4.0 and up,Puzzle,No description
Adivina el cantante de Trap y Reggaeton,4.5,24.0,"100,000+",Free,0.0,Everyone,"June 29, 2018",3.6.7z,4.0.3 and up,Trivia,No description
Fernanfloo,4.8,49.0,"10,000,000+",Free,0.0,Everyone 10+,"June 26, 2018",2.9,4.0.3 and up,Arcade,No description
OWLIE BOO,4.6,22.0,"100,000+",Free,0.0,Everyone,"March 15, 2018",1.8.11,4.0 and up,Puzzle,Education
Red Hands – 2-Player Games,4.2,Not informed,"10,000,000+",Free,0.0,Everyone,"February 9, 2018",Varies with device,Varies with device,Action,No description
Narcos: Cartel Wars,4.7,52.0,"5,000,000+",Free,0.0,Teen,"July 30, 2018",1.24.09,4.0.3 and up,Strategy,No description
Get 'Em,4.1,21.0,"500,000+",Free,0.0,Everyone 10+,"October 26, 2016",1.6.7,4.0.3 and up,Action,No description
Live Hold’em Pro Poker - Free Casino Games,4.6,Not informed,"10,000,000+",Free,0.0,Teen,"August 7, 2018",Varies with device,Varies with device,Card,No description
Beach Shoot Em Up: Head Hunter,4.4,15.0,"500,000+",Free,0.0,Everyone 10+,"March 6, 2018",1.0.9,2.3 and up,Action,No description
Connect'Em,4.5,6.8,"1,000,000+",Free,0.0,Everyone,"June 25, 2018",1.0.17,2.0 and up,Puzzle,No description
Stick 'Em Up 2 Starter Edition,3.8,40.0,"100,000+",Free,0.0,Everyone 10+,"September 11, 2015",1.1.3,4.0.3 and up,Action,No description
Shoot`Em Down: Shooting game,3.9,88.0,"500,000+",Free,0.0,Teen,"August 12, 2017",56,4.1 and up,Action,No description
PlayTexas Hold'em Poker Free,3.8,Not informed,"1,000,000+",Free,0.0,Teen,"March 10, 2018",Varies with device,Varies with device,Card,No description
HAWK – Force of an Arcade Shooter. Shoot 'em up,4.6,46.0,"5,000,000+",Free,0.0,Everyone,"July 9, 2018",Varies with device,4.1 and up,Arcade,No description
Shoot Em Down Free,3.7,39.0,"500,000+",Free,0.0,Everyone,"February 9, 2018",23,2.3 and up,Puzzle,No description
Nuke Em All,3.4,52.0,"500,000+",Free,0.0,Mature 17+,"November 19, 2017",1.1.8,4.1 and up,Casual,No description
Poker Equity Calculator Pro for No Limit Hold'em,4.0,14.0,"5,000+",Paid,0.99,Everyone,"September 10, 2017",1.3,5.0 and up,Card,No description
Elevator Simulator Lift EM ALL,4.4,28.0,"100,000+",Free,0.0,Teen,"July 31, 2018",2.4.1343-prod,4.0.3 and up,Simulation,No description
Dragonplay™ Poker Texas Holdem,4.5,Not informed,"1,000,000+",Free,0.0,Teen,"August 7, 2018",Varies with device,Varies with device,Card,No description
Punch em,4.1,4.4,"500,000+",Free,0.0,Everyone,"May 24, 2018",2.0.8,4.1 and up,Arcade,No description
Boyaa Poker (En) – Social Texas Hold’em,4.3,51.0,"1,000,000+",Free,0.0,Teen,"June 12, 2018",5.8.0,4.1 and up,Card,No description
World Series of Poker – WSOP Free Texas Holdem,4.5,76.0,"10,000,000+",Free,0.0,Teen,"August 2, 2018",5.11.0,4.1 and up,Card,No description
Connect'Em Halloween,4.5,4.4,"500,000+",Free,0.0,Everyone,"September 23, 2016",1.0.7,2.0 and up,Puzzle,No description
Texas Holdem Poker Pro,4.5,26.0,"5,000,000+",Free,0.0,Teen,"December 20, 2017",4.7.0,3.0 and up,Card,No description
Rage Fight of Streets - Beat Em Up Game,4.3,67.0,"100,000+",Free,0.0,Teen,"May 13, 2018",Varies with device,4.1 and up,Action,No description
PokerStars Play: Free Texas Holdem Poker Game,4.6,78.0,"500,000+",Free,0.0,Teen,"July 6, 2018",1.9.2,4.0.3 and up,Card,No description
Texas Holdem Poker,4.0,26.0,"10,000,000+",Free,0.0,Teen,"December 20, 2017",4.7.0,3.0 and up,Card,No description
TRANSFORMERS: Forged to Fight,4.6,90.0,"10,000,000+",Free,0.0,Everyone 10+,"July 27, 2018",6.3.2,4.0.3 and up,Action,No description
Texas Holdem & Omaha Poker: Pokerist,4.3,28.0,"10,000,000+",Free,0.0,Teen,"July 31, 2018",18.4.0,4.1 and up,Card,No description
Governor of Poker 2 - OFFLINE POKER GAME,4.3,60.0,"5,000,000+",Free,0.0,Teen,"March 6, 2018",3.0.8,2.3 and up,Card,No description
Squadron - Bullet Hell Shooter,4.2,40.0,"10,000,000+",Free,0.0,Everyone,"May 2, 2016",1.0.7,2.3 and up,Arcade,No description
Holy Knight EN,4.0,41.0,"1,000,000+",Free,0.0,Teen,"May 5, 2018",1.1.700,2.3 and up,Role Playing,No description
Words With Friends – Play Free,4.3,Not informed,"10,000,000+",Free,0.0,Everyone,"July 11, 2018",Varies with device,Varies with device,Word,No description
Classic Words Solo,4.4,Not informed,"5,000,000+",Free,0.0,Everyone,"August 7, 2018",Varies with device,Varies with device,Word,No description
Chess Free,4.5,15.0,"50,000,000+",Free,0.0,Everyone,"June 7, 2018",2.72,4.1 and up,Board,No description
Free games: Masha and the Bear,4.3,60.0,"5,000,000+",Free,0.0,Everyone,"July 20, 2018",1.2.8,4.1 and up,Puzzle,Brain Games
Masha and Bear: Cooking Dash,4.3,54.0,"10,000,000+",Free,0.0,Everyone,"June 5, 2018",1.2.7,4.1 and up,Role Playing,Brain Games
Masha and the Bear: Evolution,4.5,42.0,"500,000+",Free,0.0,Everyone,"June 14, 2018",1.0.9,4.0 and up,Strategy,Education
Masha and The Bear Jam Day Match 3 games for kids,4.6,98.0,"1,000,000+",Free,0.0,Everyone,"August 7, 2018",1.4.83,4.1 and up,Puzzle,Brain Games
Where's My Water?,4.7,69.0,"1,000,000+",Paid,1.99,Everyone,"July 5, 2018",1.16.0,4.2 and up,Puzzle,Brain Games
Urban Car Simulator,4.2,20.0,"1,000,000+",Free,0.0,Everyone,"September 19, 2017",1.4,2.3 and up,Simulation,No description
Masha and the Bear: House Cleaning Games for Girls,4.5,77.0,"10,000,000+",Free,0.0,Everyone,"July 19, 2018",1.9.10,4.1 and up,Role Playing,Pretend Play
Masha and The Bear Puzzle Game,4.3,73.0,"1,000,000+",Free,0.0,Everyone,"May 24, 2018",2.0,4.1 and up,Puzzle,Brain Games
Sports Car Driving Simulator 2018,4.3,57.0,"500,000+",Free,0.0,Everyone,"March 28, 2018",1.1,4.1 and up,Racing,No description
